App,Version,Package,AndroidVersion,minSdkVersion,Landroid/app/job/JobInfo/Builder;->build,Lcom/google/android/gms/gcm/PeriodicTask/Builder;->build,Lcom/google/android/gms/gcm/OneoffTask/Builder;->build,Landroid/app/AlarmManager;->setWindow,Landroid/app/AlarmManager;->setExact,Landroid/app/AlarmManager;->setExactAndAllowWhileIdle,Landroid/app/AlarmManager;->setInexactRepeating,Landroid/app/AlarmManager;->setRepeating,Landroid/app/AlarmManager;->set,Landroid/app/AlarmManager;->setAndAllowWhileIdle,Landroid/app/AlarmManager;->setAlarmClock,Landroid/os/Handler;->post,Landroid/os/Handler;->postDelayed,Landroid/os/Handler;->sendEmptyMessage,Landroid/os/Handler;->sendMessage,Landroid/os/Handler;->sendMessageAtTime,Landroid/os/Handler;->sendMessageDelayed
com.myapphone.android.myappfwieha,1.0,com.myapphone.android.myappfwieha,,8,0,0,0,0,0,0,0,0,1,0,0,22,8,7,11,0,0
com.mywavia.wof,2.6,com.mywavia.wof,23,9,0,0,0,0,0,0,2,0,1,0,0,101,139,6,23,0,16
com.New_Android_RC_Server_1503121,2,com.New_Android_RC_Server_1503121,,8,0,0,0,0,0,0,12,0,44,0,0,1,13,2,0,0,0
com.newssynergy.topeka,5.24.0,com.newssynergy.topeka,,10,0,0,0,0,0,0,0,0,2,0,0,46,17,6,0,0,16
com.nhn.android.search,6.2.6,com.nhn.android.search,21,10,0,0,0,0,1,0,2,7,7,0,0,74,59,69,75,0,12
com.nineyi.shop.s000073,1.15.0,com.nineyi.shop.s000073,,14,0,0,0,0,0,0,0,0,2,0,0,37,7,9,14,0,12
com.nineyi.shop.s000362,2.2.0,com.nineyi.shop.s000362,21,14,0,0,0,0,0,0,0,0,3,0,0,35,10,9,14,0,12
com.nobexinc.wls_10239987.rc,3.5.6,com.nobexinc.wls_10239987.rc,,9,0,0,0,0,0,0,0,0,1,0,0,58,17,6,12,0,11
com.odyssei.springflowershdlwp.multipicture.dn,1.0,com.odyssei.springflowershdlwp.multipicture.dn,,7,0,0,0,0,0,0,0,0,3,0,0,5,12,29,6,0,1
com.only.flashlight,1.1,com.only.flashlight,,11,0,0,0,0,0,0,0,0,0,0,0,34,6,3,10,0,11
com.openlanguage.englishpod_cultureshow,2.0.1,com.openlanguage.englishpod_cultureshow,,14,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4
com.oracle.JDEdwards.EnterpriseOne.M09E001,2.0.0,com.oracle.JDEdwards.EnterpriseOne.M09E001,,15,0,0,0,0,0,0,0,0,2,0,0,14,6,6,0,0,0
com.padysoft.lablanca,1.2,com.padysoft.lablanca,,9,0,0,0,0,0,0,1,0,3,0,0,36,6,6,10,0,10
com.patrickmalcolm.fyah105,1.4,com.patrickmalcolm.fyah105,,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
com.payroll.world,1.0,com.payroll.world,,4,0,0,0,0,0,0,0,1,0,0,0,45,16,10,1,0,21
com.pekemar.demo,1.0,com.pekemar.demo,,8,0,0,0,0,0,0,0,0,1,0,0,7,0,6,0,0,0
com.philips.wecall,1.2,com.philips.wecall,,14,0,0,0,0,0,0,0,0,0,0,0,5,1,6,1,0,0
com.pop.main.flappyscrappy,1.2,com.pop.main.flappyscrappy,,8,0,0,0,0,0,0,0,0,0,0,0,31,3,3,6,0,1
com.psyberia.book.AOUHVECDUDQBJVSUQ,1.0,com.appmk.book.main,,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
com.ptstomp.unifriends,2.4b,com.ptstomp.unifriends,,7,0,0,0,0,0,0,0,0,1,0,0,15,7,7,3,0,0
com.quiborgue.rotaexata,1.4,com.quiborgue.rotaexata,20,8,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,1
com.rb.suryajyothika,1.0.1,com.rb.suryajyothika,,8,0,0,0,0,0,0,0,0,0,0,0,20,6,6,0,0,0
com.rhomobile.appforum2013,0.95,com.rhomobile.appforum2013,,4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
com.rimi.RimiPluss,2.3.9,com.rimi.RimiPluss,,8,0,0,0,0,0,0,0,0,2,0,0,27,5,0,0,0,7
com.RocketGames.SlotsKingsFortune,1.11.0,com.RocketGames.SlotsKingsFortune,,10,0,0,0,0,0,0,0,1,2,0,0,113,26,11,20,0,13
com.romih.tractorracing,1.1.2,com.romih.tractorracing,,8,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0
com.sentaroh.android.SMBSync,2.39,com.sentaroh.android.SMBSync,22,7,0,0,0,0,0,0,0,0,1,0,0,47,21,6,0,0,1
com.sipzenlite,3.0.2,com.sipzenlite,20,10,0,0,0,0,0,0,0,1,1,0,0,52,12,3,0,3,0
com.skipola.manager,1.0,com.skipola.manager,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.smartjobsapp.smartjobs,2.1.0,com.smartjobsapp.smartjobs,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.splendapps.splendo,2.4.3,com.splendapps.splendo,22,14,0,0,0,0,0,0,2,0,0,0,0,84,27,6,10,0,6
com.storytoys.TheLittleMermaid.GooglePlay,1.0.8,com.storytoys.TheLittleMermaid.GooglePlay,,8,0,0,0,0,0,0,0,0,2,0,0,9,4,0,0,0,0
com.subsplash.thechurchapp.lakesidechurch,2.9.2,com.subsplash.thechurchapp,,9,0,0,0,0,0,0,0,0,0,0,0,13,12,8,1,0,3
com.subsplash.thechurchapp.sevierheightsbaptistchurch,2.9.2,com.subsplash.thechurchapp,,9,0,0,0,0,0,0,0,0,0,0,0,13,12,8,1,0,3
com.tapatalk.cybergamercomauforums,2.4.12.6,com.tapatalk.cybergamercomauforums,,5,0,0,0,0,0,0,0,3,1,0,0,33,23,5,96,0,6
com.tapcrowd.meetinliege2631,2.0.1,com.tapcrowd.meetinliege2631,,10,0,0,0,0,0,0,1,1,4,0,0,15,8,16,6,0,0
com.tbabiesgames.funanddogsbabies,2.0.0,com.tbabiesgames.funanddogsbabies,,8,0,0,0,0,0,0,0,0,3,0,0,1,6,0,4,0,0
com.templatemagician.fruitcoloringbook,1.3,com.templatemagician.fruitcoloringbook,,7,0,0,0,0,0,0,0,0,1,0,0,20,5,6,0,0,0
com.themelisx.mychronometer,1.10.0,com.themelisx.mychronometer,,NA,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0
com.triposo.droidguide.bangladesh,4.0.1,com.triposo.droidguide.bangladesh,22,10,0,0,0,0,0,0,1,0,1,0,0,45,21,9,11,0,3
com.triposo.droidguide.toronto,4.0.1,com.triposo.droidguide.toronto,22,10,0,0,0,0,0,0,1,0,1,0,0,45,21,9,11,0,3
com.tseg.android.floridaaccidentlawyers,1.0,com.tseg.android.floridaaccidentlawyers,,8,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0
com.uangel.corona.nuriStoryTwo,1.0.2,com.uangel.corona.nuriStoryTwo,21,9,0,0,0,0,0,0,0,0,1,0,0,11,6,6,0,0,0
com.visiblebody.muscle,4.1.13,com.visiblebody.muscle,,9,0,0,0,0,0,0,0,0,2,0,0,7,2,0,0,0,0
com.warting.blogg.wis_whoiscamping_org,1.0.1,com.warting.blogg.wis_whoiscamping_org,,8,0,0,0,0,0,0,1,0,1,0,0,2,3,0,0,0,0
com.wattshout.CastleBall,1,com.wattshout.CastleBall,,6,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
com.wDermatologyAssociates,0.1,com.wDermatologyAssociates,,7,0,0,0,0,0,0,0,0,4,0,0,4,9,2,0,0,0
com.wi.guiddoo.bigben,1.0.38,com.wi.guiddoo.bigben,,15,0,0,0,0,0,0,0,0,0,0,0,71,22,9,23,0,13
com.wisekey.wisefans.sfv,1.0.13,com.wisekey.wisefans.sfv,19,10,0,0,0,0,0,0,0,0,1,0,0,62,16,36,40,0,11
com.wiziapp.app_d02e9359128558e084937a549aa9b781,Revision,com.wiziapp.app_d02e9359128558e084937a549aa9b781,,8,0,0,0,0,0,0,0,0,1,0,0,20,4,6,6,0,4
com.wKetogenicDietPlanGuides,1.4,com.wKetogenicDietPlanGuides,,8,0,0,0,0,0,0,0,0,4,0,0,22,9,4,5,0,1
com.wTHEADVENTURESOFHUCKLEBERRYFINN,0.1,com.wTHEADVENTURESOFHUCKLEBERRYFINN,,7,0,0,0,0,0,0,0,0,4,0,0,4,9,2,0,0,0
com.wUFOArgentina,0.3,com.wUFOArgentina,,7,0,0,0,0,0,0,0,0,4,0,0,4,9,2,0,0,0
com.wxpcenter,2.1,com.wxpcenter,,9,0,0,0,0,0,0,0,0,4,0,0,22,9,4,5,0,1
com.xos.androidtablet_grandam,1.4,com.xos.androidtablet_grandam,,12,0,0,0,0,0,0,0,0,0,0,0,12,12,7,0,0,2
com.yinzcam.nba.magic,1.1.0,com.yinzcam.nba.magic,19,14,0,0,0,0,0,0,1,0,1,0,0,73,40,11,9,0,5
com.youtuberadio.gui.start_activity,2.1.1,com.youtuberadio.gui.start_activity,,10,0,0,0,0,0,0,0,0,0,0,0,32,7,0,10,0,11
com.zariba.snakewalk,1.6,com.zariba.snakewalk,,8,0,0,0,0,0,0,0,0,2,0,0,39,6,0,1,0,0
com.zwiebel.mindtrick,1.6,com.zwiebel.mindtrick,,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
com.zwiebel.stupidoridiotchristmas,1.1.1,com.zwiebel.stupidoridiotchristmas,,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
conference.kinmen,1.1,conference.kinmen,,9,0,0,0,0,0,0,0,0,1,0,0,8,9,200,136,0,11
dk.needit.pskive,1.5.1,dk.needit.pskive,,11,0,0,0,0,0,0,0,0,4,0,0,29,6,8,10,0,11
dk.prowebster.bakokod,1.0,dk.prowebster.bakokod,,8,0,0,0,0,0,0,0,0,2,0,0,5,1,6,0,0,0
es.msell.labruixador,1.9.2,es.msell.labruixador,19,8,0,0,0,0,0,0,0,0,1,0,0,13,1,6,0,0,5
fi.lokusdigital.nukecmdr_lite,1.2,fi.lokusdigital.nukecmdr_lite,,8,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
fr.fneuropeennes.fneuropeennes,1.0,com.goodbarber.v2,,8,0,0,0,0,0,0,0,0,1,0,0,77,31,7,9,0,5
gooodjob.babcom,2.4,gooodjob.babcom,,8,0,0,0,0,0,0,0,0,0,0,0,11,3,6,6,0,1
idsoft.inspectiondepot.gch,1.0.2,idsoft.inspectiondepot.gch,,8,0,0,0,0,0,0,2,0,0,0,0,3,1,95,8,0,1
ingenlogics.inc.whippator,1.0.1,ingenlogics.inc.whippator,,4,0,0,0,0,0,0,0,0,1,0,0,9,12,0,2,0,0
it.giornale.androidappv2,1.0.1,it.giornale.androidappv2,,8,0,0,0,0,0,0,0,0,1,0,0,8,3,3,0,0,4
it.iiizio.screenwakeup,0.3,it.iiizio.screenwakeup,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jp.co.hiropro.ipost312,1.18.4,jp.co.hiropro.ipost312,,10,0,0,0,0,0,0,0,0,1,0,0,8,3,6,1,0,0
jp.co.hiropro.ipost499,1.18.4,jp.co.hiropro.ipost499,,10,0,0,0,0,0,0,0,0,1,0,0,8,3,6,1,0,0
kr.co.anyline.ch_kwangmyungch,1.111,kr.co.anyline.ch_kwangmyungch,,8,0,0,0,0,0,0,0,0,1,0,0,3,0,6,0,0,0
kr.co.shinwon,1.13,kr.co.shinwon,,5,0,0,0,0,0,0,0,2,0,0,0,4,14,4,2,0,0
kr.co.ubion.nhplus,2.3.6,kr.co.ubion.nhplus,23,10,0,0,0,0,0,0,0,0,0,0,0,29,9,6,9,0,3
kr.i77_cu_40,1.0.0,kr.i77_cu_40,,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
mb.cmm.projet,1.7,mb.cmm.projet,,8,0,0,0,0,0,0,1,0,0,0,0,5,2,6,6,0,1
md.apps.chialpha,1.0.1,md.apps.chialpha,,8,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0
me.eye360,1.18.2,me.eye360,,9,0,0,0,0,0,0,1,0,3,0,0,14,5,6,0,0,0
me.perkd,3.1.1,me.perkd,,14,0,0,0,0,0,0,0,2,6,0,0,16,4,35,5,0,0
mobilaria.android.nl.nederlandplayer,1.1.0,mobilaria.android.nl.nederlandplayer,,4,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0
nearus.app,1.3.0,nearus.app,,NA,0,0,0,0,0,0,0,0,1,0,0,38,7,6,10,0,10
net.cybermoon.ddmp,1.0,net.cybermoon.ddmp,,8,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0
